0.220314	-3.500000	2
0.435285	15.500000	2
0.007436	-4.500000	2
-0.287873	-1.500000	2
0.008699	-1.500000	1
-0.069365	-4.500000	1
-0.153120	-3.500000	2
0.222609	26.500000	1
0.213301	9.500000	1
0.107013	4.500000	1
0.136239	-6.500000	1
-0.041416	-2.500000	2
-0.191557	8.500000	2
0.275251	17.500000	1
-0.078103	-4.500000	2
-0.112471	-3.500000	2
0.094553	-2.500000	1
-0.029264	-3.500000	1
-0.100674	-6.500000	1
0.047104	-3.500000	2
-0.127758	-7.500000	1
-0.019111	0.500000	2
0.011680	2.500000	1
0.018305	-3.500000	2
-0.041198	-3.500000	2
-0.283555	-0.500000	2
-0.112891	-2.500000	2
0.557252	6.500000	1
-0.135594	-3.500000	1
-0.048177	0.500000	1
-0.108026	-4.500000	1
0.044614	0.500000	1
-0.214107	-4.500000	2
-0.049946	-0.500000	2
0.132964	7.500000	2
-0.018385	-2.500000	2
-0.139009	18.500000	1
-0.185409	-3.500000	2
-0.225085	4.500000	1
-0.038029	-4.500000	1
-0.149677	-4.500000	1
-0.001926	1.500000	1
-0.100589	7.500000	2
0.028021	10.500000	1
-0.127526	-2.500000	1
0.164267	-1.500000	1
0.219029	-0.500000	1
-0.118168	-0.500000	1
-0.069361	-1.500000	1
-0.274559	-1.500000	1
-0.185041	9.500000	1
0.029694	-6.500000	1
-0.072757	0.500000	1
0.114984	-3.500000	2
0.037388	15.500000	2
0.027518	-4.500000	2
-0.352858	-1.500000	2
-0.066264	-1.500000	1
-0.117739	-4.500000	1
-0.228681	-3.500000	2
0.285509	26.500000	1
0.136307	9.500000	1
0.185658	4.500000	1
-0.142076	-6.500000	1
-0.169456	-2.500000	2
-0.254819	8.500000	2
0.327749	17.500000	1
-0.143114	-4.500000	2
-0.144688	-3.500000	2
0.143232	-2.500000	1
-0.034394	-3.500000	1
-0.210097	-6.500000	1
-0.073613	-3.500000	2
-0.161656	-7.500000	1
0.022175	0.500000	2
0.018063	2.500000	1
-0.082513	-3.500000	2
-0.046250	-3.500000	2
-0.186715	-0.500000	2
0.034293	-2.500000	2
-0.385075	6.500000	1
-0.013723	-3.500000	1
