primePerson;primeGender;prime;primeEmotion;corrAnsPrime;target;targetEmotion;corrAnsTar;Cond;ID_Primer;ID_Target;JitterTime;example.thisRepN;example.thisTrialN;example.thisN;example.thisIndex;study.thisRepN;study.thisTrialN;study.thisN;study.thisIndex;MR_trigger_time;MR_trigger_number;text_intro.started;text_intro.stopped;text_probe.started;text_probe.stopped;polygon_ISI.started;polygon_ISI.stopped;polygon.started;polygon.stopped;primerImage.started;primerImage.stopped;response.started;response.stopped;key_resp.keys;key_resp.corr;key_resp.rt;key_resp.started;key_resp.stopped;slider_Text.started;slider_Text.stopped;slider_ex.response;slider_ex.rt;slider_ex.history;slider_ex.started;slider_ex.stopped;Rating;slider_resp_response.keys;slider_resp_response.started;slider_resp_response.stopped;text_start.started;text_start.stopped;text_slider.started;text_slider.stopped;slider_stud.response;slider_stud.rt;slider_stud.history;slider_stud.started;slider_stud.stopped;slider_resp_study.keys;slider_resp_study.started;slider_resp_study.stopped;slider_resp_study.rt;text_ende.started;text_ende.stopped;participant;date;expName;psychopyVersion;frameRate;
9.0;f;019_m_f_s_a.jpg;sad;7.0;happy_61.1ns.avi;happy;9.0;incongruent;130.0;150.0;190.9434091532566;;;;;0;50;50;50;;;;;;;719.8917884998955;None;721.6998862000182;722.0166120999493;723.2253512998577;723.2500241999514;730.5420950998086;None;8;0;0.4507021000608802;730.5420950998086;None;;;;;;;;5;;;;;;732.0997328998055;None;None;None;[];732.0997328998055;None;"['9', '7']";732.0997328998055;None;"[1.4131240998394787, 2.3490404998883605]";;;S10795;2021_Aug_03_1734;VideoMask;2021.1.2;119.9565757799277;
8.0;f;028_y_f_h_a.jpg;happy;9.0;sad_119.1.wmv;sad;7.0;incongruent;120.0;160.0;178.10396226647933;;;;;0;51;51;51;;;;;;;735.0997088998556;None;736.791176199913;737.1079259999096;738.2492572998162;738.2660483999643;740.3078632999677;None;7;0;0.5408799999859184;740.3078632999677;None;;;;;;;;3;;;;;;741.857865100028;None;None;None;[];741.857865100028;None;"['7', '7', '7']";741.857865100028;None;"[0.26288249995559454, 0.5349578999448568, 1.198906400008127]";;;S10795;2021_Aug_03_1734;VideoMask;2021.1.2;119.9565757799277;
3.0;m;033_o_m_h_a.jpg;happy;9.0;sad_136.1.wmv;sad;7.0;incongruent;120.0;160.0;206.04367658109783;;;;;0;52;52;52;;;;;;;744.8660866999999;None;746.7908693000209;747.1078537998255;748.2413768998813;748.2659135998692;750.2409224999137;None;7;0;0.5518017001450062;750.2409224999137;None;;;;;;;;2;;;;;;751.7908550000284;None;None;None;[];751.7908550000284;None;"['7', '7', '7']";751.7908550000284;None;"[0.3699038999620825, 0.6339841999579221, 1.473875200143084]";;;S10795;2021_Aug_03_1734;VideoMask;2021.1.2;119.9565757799277;
6.0;m;016_y_m_h_a.jpg;happy;9.0;happy_9.2ns.avi;happy;9.0;congruent;140.0;150.0;136.52220806776708;;;;;0;53;53;53;;;;;;;754.7991706000175;None;756.1405923999846;756.4573431999888;757.5906673998106;757.607713899808;763.5153371000197;None;9;0;0.5574211999773979;763.5153371000197;None;;;;;;;;8;;;;;;765.0654537999071;None;None;None;[];765.0654537999071;None;"['9', '9', '9', '9', '9', '9']";765.0654537999071;None;"[0.31934039993211627, 0.7193076000548899, 1.0152974999509752, 1.3352793999947608, 1.6552969000767916, 2.2875057000201195]";;;S10795;2021_Aug_03_1734;VideoMask;2021.1.2;119.9565757799277;
9.0;f;019_m_f_h_a.jpg;happy;9.0;happy_10.1ns.avi;happy;9.0;congruent;140.0;150.0;180.35091595488527;;;;;0;54;54;54;;;;;;;768.073829599889;None;769.790393400006;770.1069546998478;771.2654805998318;771.2819268000312;778.6818812999409;None;9;0;0.7268705000169575;778.6818812999409;None;;;;;;;;8;;;;;;780.2317150000017;None;None;None;[];780.2317150000017;None;"['9', '9', '9']";780.2317150000017;None;"[0.4090515000279993, 0.8172345999628305, 2.825192700140178]";;;S10795;2021_Aug_03_1734;VideoMask;2021.1.2;119.9565757799277;
8.0;f;028_y_f_s_a.jpg;sad;7.0;happy_122.3.wmv;happy;9.0;incongruent;130.0;150.0;204.27932588393085;;;;;0;55;55;55;;;;;;;783.2398860999383;None;785.1480570998974;785.4650619998574;786.5981965998653;786.6147753999103;788.5981673998758;None;9;0;0.6025904000271112;788.5981673998758;None;;;;;;;;6;;;;;;790.1397774999496;None;None;None;[];790.1397774999496;None;['9'];790.1397774999496;None;[0.24505029991269112];;;S10795;2021_Aug_03_1734;VideoMask;2021.1.2;119.9565757799277;
3.0;m;013_y_m_s_a.jpg;sad;7.0;sad_7.7ns.avi;sad;7.0;congruent;130.0;160.0;192.40728800739942;;;;;0;56;56;56;;;;;;;793.1398687998299;None;794.9477025999222;795.2644463998731;796.4812016999349;796.4979505999945;802.3978804999497;None;7;0;0.5869837999343872;802.3978804999497;None;;;;;;;;2;;;;;;803.9477017999161;None;None;None;[];803.9477017999161;None;"['7', '7', '7', '7']";803.9477017999161;None;"[0.26904379995539784, 0.5170465998817235, 0.8212592999916524, 1.4131928000133485]";;;S10795;2021_Aug_03_1734;VideoMask;2021.1.2;119.9565757799277;
3.0;m;013_y_m_h_a.jpg;happy;9.0;sad_113.2.wmv;sad;7.0;incongruent;120.0;160.0;219.6544115751568;;;;;0;57;57;57;;;;;;;806.9560257999692;None;808.9974267999642;809.3141508998815;810.4475344999228;810.4641668999102;812.4476085000206;None;7;0;1.2331813999917358;812.4476085000206;None;;;;;;;;4;;;;;;813.9973508999683;None;None;None;[];813.9973508999683;None;['7'];813.9973508999683;None;[0.3156284000724554];;;S10795;2021_Aug_03_1734;VideoMask;2021.1.2;119.9565757799277;
4.0;m;004_o_m_h_a.jpg;happy;9.0;happy_25.1ns.avi;happy;9.0;congruent;140.0;150.0;237.98255695511958;;;;;0;58;58;58;;;;;;;816.9975308999419;None;819.1805765000172;819.4972691999283;820.7472663000226;820.7638965998776;824.3222530998755;None;9;0;0.38257219991646707;824.3222530998755;None;;;;;;;;7;;;;;;825.8720829000231;None;None;None;[];825.8720829000231;None;"['9', '9']";825.8720829000231;None;"[0.4407251998782158, 0.6968676999676973]";;;S10795;2021_Aug_03_1734;VideoMask;2021.1.2;119.9565757799277;
0.0;f;030_o_f_h_a.jpg;happy;9.0;sad_127.1.wmv;sad;7.0;incongruent;120.0;160.0;231.85538291836468;;;;;0;59;59;59;;;;;;;828.8804946998134;None;831.0218326998875;831.3386432998814;832.4636494999286;832.4802492999006;834.472035399871;None;7;0;0.6969610000960529;834.472035399871;None;;;;;;;;3;;;;;;836.0216069000307;None;None;None;[];836.0216069000307;None;"['7', '7', '7', '7']";836.0216069000307;None;"[0.2752974999602884, 0.6113473000004888, 1.4114266999531537, 1.7313800000119954]";;;S10795;2021_Aug_03_1734;VideoMask;2021.1.2;119.9565757799277;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;839.0301035000011;None;;;;;;
