primePerson;primeGender;prime;primeEmotion;corrAnsPrime;target;targetEmotion;corrAnsTar;Cond;ID_Primer;ID_Target;JitterTime;Condition;example.thisRepN;example.thisTrialN;example.thisN;example.thisIndex;study.thisRepN;study.thisTrialN;study.thisN;study.thisIndex;MR_trigger_time;MR_trigger_number;text_intro.started;text_intro.stopped;text_probe.started;text_probe.stopped;polygon_ISI.started;polygon_ISI.stopped;polygon.started;polygon.stopped;primerImage.started;primerImage.stopped;response.started;response.stopped;key_resp.keys;key_resp.corr;key_resp.started;key_resp.stopped;slider_Text.started;slider_Text.stopped;slider_ex.response;slider_ex.rt;slider_ex.history;slider_ex.started;slider_ex.stopped;Rating;slider_resp_response.keys;slider_resp_response.rt;slider_resp_response.started;slider_resp_response.stopped;text_start.started;text_start.stopped;key_resp.rt;text_slider.started;text_slider.stopped;slider_stud.response;slider_stud.rt;slider_stud.history;slider_stud.started;slider_stud.stopped;slider_resp_study.keys;slider_resp_study.rt;slider_resp_study.started;slider_resp_study.stopped;text_ende.started;text_ende.stopped;participant;date;expName;psychopyVersion;frameRate;
0.0;f;040_y_f_s_a.jpg;sad;7.0;sad_67.2ns.avi;sad;7.0;congruent;130.0;160.0;220.9892697323079;s_s;;;;;0;24;24;24;;;;;;;331.2382019000361;None;333.29623119998723;333.61300479993224;334.7463589999825;334.76302159996703;343.97986680001486;None;7;0;343.97986680001486;None;;;;;;;;3;;;;;;;0.6379993000300601;345.6291269999929;None;None;None;[];345.6291269999929;None;"['7', '7']";"[0.4771586999995634, 0.75649100006558]";345.6291269999929;None;;;S12018;2023_Feb_13_1658;VideoMask;2021.1.2;118.93915781670324;
8.0;m;008_y_m_s_a.jpg;sad;7.0;happy_29.1ns.avi;happy;9.0;incongruent;130.0;150.0;120.0316142834122;s_h;;;;;0;25;25;25;;;;;;;348.6377397000324;None;349.8373347000452;350.15407009993214;351.32081710000057;351.33749930001795;353.9791821000399;None;9;0;353.9791821000399;None;;;;;;;;6;;;;;;;0.6627658999059349;355.5290442999685;None;None;None;[];355.5290442999685;None;['9'];[0.7128444000845775];355.5290442999685;None;;;S12018;2023_Feb_13_1658;VideoMask;2021.1.2;118.93915781670324;
6.0;m;016_y_m_s_a.jpg;sad;7.0;sad_8.3ns.avi;sad;7.0;congruent;130.0;160.0;152.85371098242734;s_s;;;;;0;26;26;26;;;;;;;358.53736770001706;None;360.02880209998693;360.345455499948;361.47871259995736;361.4955594999483;369.23685300000943;None;8;0;369.23685300000943;None;;;;;;;;5;;;;;;;0.7248759999638423;370.7868312000064;None;None;None;[];370.7868312000064;None;None;;370.7868312000064;None;;;S12018;2023_Feb_13_1658;VideoMask;2021.1.2;118.93915781670324;
6.0;m;016_y_m_h_a.jpg;happy;9.0;sad_114.1.wmv;sad;7.0;incongruent;120.0;160.0;136.20550699298644;h_s;;;;;0;27;27;27;;;;;;;373.8032045;None;375.15325590001885;375.46996589994524;376.59487040003296;376.6116664999863;378.6032618000172;None;None;0;378.6032618000172;None;;;;;;;;5;;;;;;;;380.15338369994424;None;None;None;[];380.15338369994424;None;None;;380.15338369994424;None;;;S12018;2023_Feb_13_1658;VideoMask;2021.1.2;118.93915781670324;
7.0;m;027_o_m_s_a.jpg;sad;7.0;happy_117.3.wmv;happy;9.0;incongruent;130.0;150.0;215.61964028550614;s_h;;;;;0;28;28;28;;;;;;;383.17810469993856;None;385.1694248999702;385.4863899999764;386.6363680999493;386.6530619999394;388.61964319995604;None;9;0;388.61964319995604;None;;;;;;;;6;;;;;;;0.5902971999021247;390.16959419997875;None;None;None;[];390.16959419997875;None;['9'];[1.5043188999406993];390.16959419997875;None;;;S12018;2023_Feb_13_1658;VideoMask;2021.1.2;118.93915781670324;
6.0;m;016_y_m_h_a.jpg;happy;9.0;happy_9.2ns.avi;happy;9.0;congruent;120.0;150.0;130.52042428082717;h_h;;;;;0;29;29;29;;;;;;;393.1776970999781;None;394.46921020001173;394.78615689999424;395.93615159997717;395.9527533999644;401.8441902999766;None;9;0;401.8441902999766;None;;;;;;;;7;;;;;;;0.9498183000832796;403.3941651999485;None;None;None;[];403.3941651999485;None;"['9', '9']";"[0.599723199964501, 0.9755780999548733]";403.3941651999485;None;;;S12018;2023_Feb_13_1658;VideoMask;2021.1.2;118.93915781670324;
0.0;f;040_y_f_s_a.jpg;sad;7.0;happy_127.3.wmv;happy;9.0;incongruent;130.0;150.0;131.7195455720239;s_h;;;;;0;30;30;30;;;;;;;406.3941778000444;None;407.69394170003943;408.01057919999585;409.1357114999555;409.1523299999535;411.22728009999264;None;9;0;411.22728009999264;None;;;;;;;;8;;;;;;;0.718667000066489;412.7772083999589;None;None;None;[];412.7772083999589;None;"['9', '9', '9']";"[0.5448192999465391, 0.8888011999661103, 1.1930423999438062]";412.7772083999589;None;;;S12018;2023_Feb_13_1658;VideoMask;2021.1.2;118.93915781670324;
0.0;f;030_o_f_s_a.jpg;sad;7.0;happy_125.3.wmv;happy;9.0;incongruent;130.0;150.0;220.51454909128134;s_h;;;;;0;31;31;31;;;;;;;415.77714699995704;None;417.8269723999547;418.1436939999694;419.27760210004635;419.3020451000193;421.27696429996286;None;9;0;421.27696429996286;None;;;;;;;;5;;;;;;;1.0449694999260828;422.8268853999907;None;None;None;[];422.8268853999907;None;None;;422.8268853999907;None;;;S12018;2023_Feb_13_1658;VideoMask;2021.1.2;118.93915781670324;
0.0;f;030_o_f_s_a.jpg;sad;7.0;sad_64.3ns.avi;sad;7.0;congruent;130.0;160.0;165.78667874766072;s_s;;;;;0;32;32;32;;;;;;;425.85166639997624;None;427.43488539999817;427.7516558000352;428.93505329999607;428.95168479997665;433.8850253999699;None;7;0;433.8850253999699;None;;;;;;;;2;;;;;;;0.9089657000731677;435.434807099984;None;None;None;[];435.434807099984;None;"['7', '7', '7']";"[0.6312772000674158, 0.9033586999867111, 1.4548992000054568]";435.434807099984;None;;;S12018;2023_Feb_13_1658;VideoMask;2021.1.2;118.93915781670324;
3.0;m;013_y_m_s_a.jpg;sad;7.0;sad_7.7ns.avi;sad;7.0;congruent;130.0;160.0;196.24182255763262;s_s;;;;;0;33;33;33;;;;;;;438.4430871999357;None;440.29289080004673;440.6098251999356;441.80941019998863;441.8263161999639;447.75112499995157;None;7;0;447.75112499995157;None;;;;;;;;4;;;;;;;1.2507288999622688;449.30105310003273;None;None;None;[];449.30105310003273;None;['7'];[2.6852753999410197];449.30105310003273;None;;;S12018;2023_Feb_13_1658;VideoMask;2021.1.2;118.93915781670324;
