primePerson;primeGender;prime;primeEmotion;corrAnsPrime;target;targetEmotion;corrAnsTar;Cond;ID_Primer;ID_Target;JitterTime;Condition;example.thisRepN;example.thisTrialN;example.thisN;example.thisIndex;study.thisRepN;study.thisTrialN;study.thisN;study.thisIndex;MR_trigger_time;MR_trigger_number;text_intro.started;text_intro.stopped;text_probe.started;text_probe.stopped;polygon_ISI.started;polygon_ISI.stopped;polygon.started;polygon.stopped;primerImage.started;primerImage.stopped;response.started;response.stopped;key_resp.keys;key_resp.corr;key_resp.started;key_resp.stopped;slider_Text.started;slider_Text.stopped;slider_ex.response;slider_ex.rt;slider_ex.history;slider_ex.started;slider_ex.stopped;Rating;slider_resp_response.keys;slider_resp_response.rt;slider_resp_response.started;slider_resp_response.stopped;text_start.started;text_start.stopped;key_resp.rt;text_slider.started;text_slider.stopped;slider_stud.response;slider_stud.rt;slider_stud.history;slider_stud.started;slider_stud.stopped;slider_resp_study.keys;slider_resp_study.rt;slider_resp_study.started;slider_resp_study.stopped;text_ende.started;text_ende.stopped;participant;date;expName;psychopyVersion;frameRate;
3.0;m;013_y_m_h_a.jpg;happy;9.0;happy_9.1ns.avi;happy;9.0;congruent;120.0;150.0;165.1890303600433;h_h;;;;;0;34;34;34;;;;;;;450.0942652000085;None;451.69395140001143;452.01010480000696;453.1689664000005;453.1856146000064;456.3687353999994;None;9;0;456.3687353999994;None;;;;;;;;7;;;;;;;0.8645915999950375;457.927439600011;None;None;None;[];457.927439600011;None;"['9', '9']";"[1.5057480999967083, 1.6976661999942735]";457.927439600011;None;;;S11944;2022_Dec_22_1629;VideoMask;2021.1.2;120.01949118104812;
4.0;m;004_o_m_h_a.jpg;happy;9.0;sad_95.1ns.avi;sad;7.0;incongruent;120.0;160.0;152.68270002069931;h_s;;;;;0;35;35;35;;;;;;;460.9269748000079;None;462.46861400001217;462.79370170000766;463.95176380001067;463.96849170001224;472.72819400001026;None;7;0;472.72819400001026;None;;;;;;;;2;;;;;;;1.0891054999956395;474.2932309000025;None;None;None;[];474.2932309000025;None;"['7', '7', '7', '7']";"[1.1880649000086123, 1.8119873000105144, 2.0758962000109022, 2.3718699000019114]";474.2932309000025;None;;;S11944;2022_Dec_22_1629;VideoMask;2021.1.2;120.01949118104812;
3.0;m;013_y_m_h_a.jpg;happy;9.0;sad_113.2.wmv;sad;7.0;incongruent;120.0;160.0;217.4973891947951;h_s;;;;;0;36;36;36;;;;;;;477.3017697000032;None;479.3346421000024;479.65976290000253;480.7847628000018;480.80145800000173;482.7846891000081;None;7;0;482.7846891000081;None;;;;;;;;5;;;;;;;0.8725152999977581;484.3345813000051;None;None;None;[];484.3345813000051;None;None;;484.3345813000051;None;;;S11944;2022_Dec_22_1629;VideoMask;2021.1.2;120.01949118104812;
4.0;m;004_o_m_h_a.jpg;happy;9.0;happy_25.1ns.avi;happy;9.0;congruent;120.0;150.0;216.63044503818386;h_h;;;;;0;37;37;37;;;;;;;487.36777370001073;None;489.4092764000088;489.73442970000906;490.8593244000076;490.87604880001163;494.55966360001185;None;9;0;494.55966360001185;None;;;;;;;;4;;;;;;;0.6656109000032302;496.125939000005;None;None;None;[];496.125939000005;None;['7'];[2.211741399994935];496.125939000005;None;;;S11944;2022_Dec_22_1629;VideoMask;2021.1.2;120.01949118104812;
4.0;m;004_o_m_s_a.jpg;sad;7.0;happy_131.2.wmv;happy;9.0;incongruent;130.0;150.0;181.38407540847405;s_h;;;;;0;38;38;38;;;;;;;499.1258400000079;None;500.85067179999896;501.17577100000926;502.3089004000067;502.3257131999999;504.3005547000066;None;9;0;504.3005547000066;None;;;;;;;;4;;;;;;;1.0206283000006806;505.8505947000085;None;None;None;[];505.8505947000085;None;['7'];[0.9906885999953374];505.8505947000085;None;;;S11944;2022_Dec_22_1629;VideoMask;2021.1.2;120.01949118104812;
0.0;f;040_y_f_h_a.jpg;happy;9.0;happy_24.3ns.avi;happy;9.0;congruent;120.0;150.0;213.25460698950434;h_h;;;;;0;39;39;39;;;;;;;508.85914030000276;None;510.85871340001177;511.1838070000085;512.3337781000009;512.3503998000087;514.2336916000058;None;9;0;514.2336916000058;None;;;;;;;;2;;;;;;;0.9035731000039959;515.7836290999985;None;None;None;[];515.7836290999985;None;"['7', '7', '7']";"[0.6657225999952061, 1.193455599990557, 2.913603899985901]";515.7836290999985;None;;;S11944;2022_Dec_22_1629;VideoMask;2021.1.2;120.01949118104812;
2.0;f;012_o_f_s_a.jpg;sad;7.0;happy_139.1.wmv;happy;9.0;incongruent;130.0;150.0;162.31500468041804;s_h;;;;;0;40;40;40;;;;;;;518.7835370000103;None;520.3500613000069;520.6751700000023;521.8084955000086;521.8251171000011;523.8093972000061;None;9;0;523.8093972000061;None;;;;;;;;7;;;;;;;0.6078809999889927;525.5583295000106;None;None;None;[];525.5583295000106;None;"['9', '9', '9']";"[0.7229821000073571, 1.1708337000018219, 1.690837600006489]";525.5583295000106;None;;;S11944;2022_Dec_22_1629;VideoMask;2021.1.2;120.01949118104812;
0.0;f;030_o_f_h_a.jpg;happy;9.0;happy_24.1ns.avi;happy;9.0;congruent;120.0;150.0;168.36256624020774;h_h;;;;;0;41;41;41;;;;;;;528.5667519999988;None;530.1914642000047;530.5165410000045;531.6997061000002;531.7163316000078;534.9747325000062;None;9;0;534.9747325000062;None;;;;;;;;4;;;;;;;0.5705442999897059;536.5246762000024;None;None;None;[];536.5246762000024;None;['7'];[1.788665600004606];536.5246762000024;None;;;S11944;2022_Dec_22_1629;VideoMask;2021.1.2;120.01949118104812;
2.0;f;012_o_f_h_a.jpg;happy;9.0;sad_113.1.wmv;sad;7.0;incongruent;120.0;160.0;177.44551734737394;h_s;;;;;0;42;42;42;;;;;;;539.5248162000062;None;541.2327817000041;541.5491257000103;542.699354100012;542.7161656000098;544.682744100006;None;7;0;544.682744100006;None;;;;;;;;3;;;;;;;0.6944864999968559;546.2326702999999;None;None;None;[];546.2326702999999;None;"['7', '7', '7']";"[1.112843700000667, 1.7366440999903716, 2.208619199998793]";546.2326702999999;None;;;S11944;2022_Dec_22_1629;VideoMask;2021.1.2;120.01949118104812;
3.0;m;033_o_m_s_a.jpg;sad;7.0;sad_64.5ns.avi;sad;7.0;congruent;130.0;160.0;130.55717223801247;s_s;;;;;0;43;43;43;;;;;;;549.2328694000025;None;550.5826526000019;550.9074562000023;552.0408845000056;552.0575029000029;558.61570390001;None;7;0;558.61570390001;None;;;;;;;;3;;;;;;;0.6175207000051159;560.1655924000079;None;None;None;[];560.1655924000079;None;"['7', '7']";"[0.9558068000042113, 1.6999327999947127]";560.1655924000079;None;;;S11944;2022_Dec_22_1629;VideoMask;2021.1.2;120.01949118104812;
